"titulo","url","fecha","autores","doi","resumen","citas","accesos","n_refs"
"Chemical composition and in vitro/in vivo antisaprolegniosis efficacy of Satureja Bachtiarica and Achillea Talagonica essential oils on rainbow trout eggs","https://www.nature.com/articles/s41598-025-33870-2","31 December 2025","Dehkordi, Saied  Habibian; Shafiei, Shafigh; Mokhtari, Abbas; Shahrookh, Somayeh","10.1038/s41598-025-33870-2","The rising prevalence of fungal infections in aquaculture, combined with the high cost, adverse side effects, and increasing resistance associated with synthetic antifungal agents, has stimulated interest in natural alternatives. This study investigated the chemical composition and antifungal activity of essential oils derived from Satureja bachtiarica Bunge and Achillea talagonica Boiss against Saprolegnia parasitica, the causative agent of saprolegniosis. Gas chromatography- mass spectrometry analysis revealed that the predominant constituents of the S. bachtiarica essential oil were carvacrol (71.61%), γ-terpinene (12.71%), p-cymene (7.01%), α-terpinene (1.74%), and β-bisabolene (1.39%). In contrast, the main components of A. talagonica oil included camphor (25.26%), chrysanthenone (23.68%), α-pinene (11.85%), 1,8-cineole (6.25%), caryophyllene oxide (5.20%), and camphene (3.27%). Both essential oils demonstrated significant antifungal activity. The minimum inhibitory concentrations were 1.56 µL/mL and 3.12 µL/mL, while the minimum fungicidal concentrations were 3.12 µL/mL and 6.25 µL/mL for S. bachtiarica and A. talagonica, respectively. In vivo assays demonstrated that both essential oils significantly inhibited the transmission of S. parasitica from contaminated to healthy eggs, yielding survival rates of 88.84% for S. bachtiarica and 80.40% for A. talagonica, compared with 75.83% in the untreated control group. During incubation, the essential oils also prevented contamination, resulting in survival rates of 89.40% and 87.43%, respectively, relative to 85.33% in the control group. These findings indicate that these essential oils are promising natural alternatives to conventional antifungal agents such as malachite green and formalin. However, further studies are necessary to fully evaluate their environmental safety and potential impact on non-target organisms.",NA,1375,59
"Time to recovery and predictors of neonatal sepsis among neonates admitted to intensive care units in Southern ethiopia: multicenter study","https://www.nature.com/articles/s41598-025-29473-6","31 December 2025","Geneti, Elias; Dibissa, Tolossa; Zewdu, Tesfu; Gemechu, Teklu; Mamo, Ayele; Tessema, Mohamed; Birhanu, Bethelhem","10.1038/s41598-025-29473-6","Neonatal sepsis is a serious problem in the first 28 days of life which is a leading cause of morbidity and mortality in developing counties. Neonatal sepsis remains a leading cause of neonatal morbidity and mortality, particularly in Sub-Saharan Africa. There is paucity of multicenter studies in this region. Therefore, this study aimed to assess the burden and predictors of recovery time among neonates with neonatal sepsis admitted to neonatal intensive care units in South Ethiopia. A retrospective follow up study was conducted among 643 charts of neonates with neonatal sepsis who were admitted to NICU in hospitals of Southern Ethiopia using systematic random sampling. Data were inputted into Epi data version 3.1 and exported to STATA 14 for analysis. Cox Proportional Hazard regression model was used. P-value &lt; 0.05 in multivariable analysis was used to declare the result as statistically significant predictors of recovery from neonatal sepsis. The overall median recovery time was 8 days. The incidence rate of recovery from neonatal sepsis was 9.86 per 100 neonate day’s observation. Factors significantly associated with recovery time of neonatal sepsis includes; respiratory distress (AHR: 0.71, 95% CI (0.59, 0.85)), resuscitation at birth (AHR: 0.65, 95% CI (0.49, 0.87)), having fever (AHR: 0.82, 95% CI (0.67, 0.99)) and frequency of antibiotics change (AHR: 2.0, 95% CI (1.57, 2.63)). Time to recovery of neonatal sepsis was moderately acceptable as compared to the previous studies. It was significantly affected by resuscitation at birth, frequent antibiotic change, respiratory distress and fever. Therefore, health care providers must pay more attention for prevention and early intervention of complication.",NA,1855,43
"Development for soft actuator with multilayer structure and its application","https://www.nature.com/articles/s41598-025-33050-2","31 December 2025","Kang, Gyeongji; Song, Kahye","10.1038/s41598-025-33050-2","Most actuators require considerable degrees of freedom to perform tasks effectively, which often leads to larger size and reduced portability. As an alternative, soft actuators have been introduced, offering compact form, high maneuverability, and multiple modes of motion. In this study, a Hydraulically Amplified Self-Healing Electrostatics (HASEL) actuator was configured in a layered structure to achieve practical usability and efficient movement. The actuator operates through hydraulic pressure and volumetric expansion generated under high voltage. It was fabricated in a simple rectangular design, and a new type of soft actuator was realized by stacking single units to amplify angular displacement and output force. Precise control is not required, since the gripper’s performance can be tuned by adjusting the number and arrangement of layers. The system can also be adapted for different applications by producing and combining various supporting frames. This paper presents two types of soft grippers based on the layered HASEL actuator, which are expected to be useful in fields such as smart farming systems that demand both adaptability and mobility.",1,1629,37
"Multi-scale residual convolutional block-based compressive sensing image reconstruction for vehicular communication","https://www.nature.com/articles/s41598-025-34224-8","31 December 2025","Guan, Jingtao","10.1038/s41598-025-34224-8","Vehicular communication, as the core connection hub between the perception layer, decision layer, and execution layer of intelligent driving, faces an explosive demand for real-time image transmission and processing. The accuracy and real-time performance of image reconstruction directly determine the reliability of safety functions such as lane detection, pedestrian detection, and collision warning. However, conventional compressive sensing image reconstruction algorithms suffer from detail loss, structural distortion, and high computational complexity in vehicular scenarios, making them difficult to adapt to limited bandwidth and computing resources. To address this, a compressive sensing image reconstruction algorithm for vehicular communication is proposed. The algorithm first integrates Multi-Scale Residual Convolution, Coordinate Spatial Attention mechanism, and Depth wise Separable Convolution to construct an image feature extraction algorithm. It accurately captures key details in vehicular images while reducing computational cost. Then, it combines a Generative Adversarial Network optimized by a variational autoencoder with a Vision Transformer to model the correlation between low-sampling features and complete images, ensuring global coherence of the reconstruction results. Experimental results show that in dense pedestrian areas, the structural similarity index reaches 0.935, the peak signal-to-noise ratio is 33.64&nbsp;dB, the maximum memory usage is 413.6&nbsp;MB, and the response time is 162.4&nbsp;ms with 2000 data samples. The proposed algorithm outperforms comparative methods in multiple metrics, balancing reconstruction accuracy, anti-interference capability, and real-time performance, and it adapts well to dynamic vehicular communication environments, providing efficient and reliable image support for intelligent driving visual systems.",NA,1135,30
"Research on multimodal interaction intention recognition based on EEG, eye movement, and gesture signals","https://www.nature.com/articles/s41598-025-33910-x","31 December 2025","Zhu, Yeshan; Wang, Wei; Dang, Sina; Qu, Jue","10.1038/s41598-025-33910-x","Accurately recognizing interaction intention is crucial for enhancing the efficiency of human-computer interaction. Most current studies rely on single modalities or are confined to the fusion of eye movement and EEG signals, while the integration of gesture—a fundamental interaction modality—remains scarce, resulting in underutilized multimodal complementarity. Furthermore, existing methods support only a limited range of intention categories, restricting their applicability. To address these issues, this paper proposes a multimodal fusion recognition model that integrates EEG, eye movement, and gesture signals for recognizing six categories of interaction intentions. The model employs modality-specific networks to extract core features, a cross-modal attention mechanism to dynamically establish inter-modal dependencies, and a dynamic ensemble strategy to adaptively weight models based on performance. Evaluations on a public dataset show that the proposed approach outperforms traditional multimodal fusion models. Ablation studies confirm that both the attention mechanism and ensemble strategy are essential to the model’s performance. The research findings mitigate the shortcoming in the diversity of tasks for interaction intention recognition, expand the breadth of research in this domain, and provide both a theoretical foundation and technical support for the efficient recognition of multiple intention categories.",NA,2163,59
"Predicting pathological complete response to breast cancer neoadjuvant therapy using multi-combination machine learning models based on vision transformer features","https://www.nature.com/articles/s41598-025-99496-6","31 December 2025","Wu, Linyong; Li, Songhua; Chen, Feng; Wu, Chaojun; Lin, Yan; Wu, Shaofeng; Wei, Dayou; Xu, Xiaohong","10.1038/s41598-025-99496-6","The significance of multi-combination machine learning models utilizing vision transformer (VIT) features in forecasting pathological complete response (pCR) after breast cancer neoadjuvant therapy (NAT). A retrospective study was conducted on 124 breast cancer patients who were confirmed by biopsy pathology and underwent surgical resection after NAT to evaluate pCR, and they were divided into a training cohort (n = 87) and a validation cohort (n = 37). Deep learning features were extracted from pre-biopsy ultrasound images based on VIT, ResNet50, and VGG16 convolutional neural network algorithms. Based on the Wilcoxon test, 9, 7, and 7 high-value features were identified from VIT, Resnet50, and VGG16 features, respectively. Using 12 machine learning algorithms, 111, 87, and 82 models were developed utilizing VIT, Resnet50, and VGG16 features. The Stepglm [forward], NaiveBayes, and glmBoost + Ridge ensemble algorithms achieved the highest area under the curve (AUCs). In both the training and validation cohorts, the AUCs of the optimal algorithms were: 0.872 and 0.839 for VIT, 0.837 and 0.804 for Resnet50, and 0.835 and 0.804 for VGG16. The predictive models developed based on VIT features have higher values in evaluating NAT-pCR for breast cancer compared to features quantified by other deep learning algorithms. The application of multi-combination models allows for the selection of the optimal algorithm to achieve higher prediction performance.",NA,2053,47
"Effects of Typhoon Fitow residual circulation on the relationship between surface wind field and precipitation in Shanghai","https://www.nature.com/articles/s41598-025-33915-6","31 December 2025","Tang, Yuqi; Zhang, Jishi; Yue, Caijun; Sun, Juan; Han, Zhihui; Gu, Wen; Deng, Liping; Yao, Yao","10.1038/s41598-025-33915-6","Heavy precipitation, triggered by the residual circulation from Typhoon Fitow (2013), struck Shanghai with a spatial inhomogeneity distribution. Using multi-physical diagnostic analysis based on automatic weather stations (AWS) observations, the fifth-generation ECMWF re-analyses (ERA5), FY satellite products, and typhoon track data, this study investigates the relationship between the surface wind field and precipitation in Shanghai. The main results are as follows: (1) The Shanghai Central Area (SCA) decelerated the eastward progression of the northerly wind associated with the typhoon’s residual circulation. The low-wind area and wind deflection around the SCA enhanced the wind field convergences in its surrounding regions. (2) The slow-moving convective systems prolonged the duration of rainfall, while the wind deflection around the SCA further strengthened surface wind convergence conditions. (3) Intense surface Q vector convergence persisted between the northerly wind from the residual circulation and the northeasterly maritime wind. Precipitation attenuated rapidly within 2&nbsp;h following the weakening of the Q vector convergence, suggesting that this parameter served as a reliable indicator for the development of the studied precipitation event. Additionally, surface water vapor advection was channeled by wind deflection around the SCA, leading to water vapor accumulation in both upwind and downwind areas of the SCA.",NA,1253,38
"Raman spectroscopy as an alternative approach for prediction of silicate mineral content in sedimentary rocks","https://www.nature.com/articles/s41598-025-32826-w","31 December 2025","Pěgřimočová, Zuzana; Ritz, Michal","10.1038/s41598-025-32826-w","This work presents Raman spectroscopy as an alternative approach for rapid prediction of silicate mineral content in sedimentary rocks. Raman spectra of clay shale and claystone samples were measured by dispersive Raman spectrometer using the excitation laser wavelength of 633&nbsp;nm. Due to the presence of strong fluorescence and overlapping bands in Raman spectra of claystones and clay shales, partial least squares regression (PLSR) was employed as a multivariate calibration method for semi-quantitative estimation of silicate mineral content. The PLSR models were developed for four predominant silicate minerals of claystones and clay shales – chlorite, muscovite, quartz and albite. The correlation coefficients for calibration and validation samples were &gt; 0.91 and &gt; 0.84, respectively. The root mean square error of prediction (RMSEP) ranged from 1.8 to 4.9 wt %. The developed PLSR models showed good predictive capabilities for control samples and the repeatability of measurements expressed as relative standard deviation (RSD) was &lt; 20%. This approach has the potential to be used for rapid and non-destructive on-site estimation of chlorite, muscovite, quartz and albite content in samples of claystones and clay shales using mobile Raman instruments.",NA,1891,56
"Socioeconomic and climatic factors influencing desertification in Saudi Arabia through an ARDL approach","https://www.nature.com/articles/s41598-025-34168-z","31 December 2025","Derouez, Faten; Ifa, Adel; Shammre, Abdullah Al; Zayed, Mohammad; Alrawad, Mahmaod","10.1038/s41598-025-34168-z","In this study, based on the sample covering 1990–2023, we use ARDL methods to test potential driving forces of Desertification (DS), including key socioeconomic and climatic determinants in Saudi Arabia: renewable energy consumption (RE) , economic growth (EG) , CO₂ emissions(CO2E), temperature anomaly(TA) and vegetation index(VI). To address the lack of time-series-integrated data studies in Saudi Arabia, this article uses ARDL and VECM models to capture short-run dynamics and long-run equilibrium. The findings indicate that a 1% increase in renewable energy results in an average reduction of 0.1003% in desertification . In contrast, improvements in the vegetation index have been more effective and could reduce desertification by up to 8.7%.Conversely, improved economic growth and increased CO2 emissions significantly aggravate land degradation. These results illustrate the need to reconcile Vision 2030’s development aims with environmental protection. Recommendations on policy: Increase the proportion of renewable energy to 50% of total energy consumption by 2030; expand afforestation to restore 10% of degraded land per year; work toward universal environmental protection for major development projects at a rate commensurate with the scale and potential impact. .",4,8170,44
"Sildenafil reduced neuroinflammation and improved white matter injury in a rat model of term neonatal hypoxic-ischemic encephalopathy","https://www.nature.com/articles/s41598-025-34307-6","31 December 2025","Yazdani, Armin; Bleau, Virginie; Song, Ruofan; Zheng, Yandi; Balian, Palig; Khoja, Zehra; Chevin, Mathilde; Wintermark, Pia","10.1038/s41598-025-34307-6","Neonatal hypoxic-ischemic encephalopathy (HIE) can cause lifelong neurological impairments. In its tertiary phase, ongoing neuroinflammation creates a toxic environment that promotes neuronal and oligodendrocyte loss. Sildenafil has shown neuroprotective effects in adult models by reducing inflammation and supporting oligodendrocyte survival, but its role in HIE remains unexplored. This study investigated the effects of sildenafil on neuroinflammation and white matter injury in a rat model of term neonatal HIE. Hypoxia–ischemia (HI) was induced in postnatal day 10 (P10) male Long-Evans rats via a left carotid ligation followed by 2&nbsp;h of hypoxia (8% oxygen). Pups were randomized to receive oral sildenafil or vehicle starting 12&nbsp;h post-HI, twice daily for 7&nbsp;days. White matter integrity (corpus callosum and external capsule), oligodendrocyte presence, and glial activation were assessed by histology and immunohistochemistry. Inflammatory markers were measured by enzyme-linked immunosorbent assay (ELISA), and signaling pathways were examined by Western blot. Outcomes were compared to sham and untreated HI controls. HI significantly increased number of GFAP + reactive astrocytes and Iba1 + microglia, alongside elevated TNFα and IL-1β levels. Thickness of the corpus callosum and left external capsule was reduced. Sildenafil treatment — particularly at medium and high doses — attenuated astrocytes and microglia activation, restored microglial morphology, and normalized cytokine expression. White matter thickness was significantly improved, with increased numbers of total Olig2 + and mature CC1 + oligodendrocytes. Mechanistically, sildenafil restored p-AKT levels, which suggests involvement of the PI3K/AKT/mTOR pathway. Sildenafil significantly reduced neuroinflammation, improved white matter integrity, and supported oligodendrocyte recovery after neonatal HI. These findings highlight the potential of sildenafil as a neurorestorative therapy during the tertiary phase of injury in neonatal HIE.",NA,2644,90
"Fast electromagnetic field simulation using a current-density- based physics-informed neural network","https://www.nature.com/articles/s41598-025-33166-5","31 December 2025","Gao, Zhiwei; Sun, Cheng-An; Ma, Zibin; Liu, Zhijie; Zhao, Li; Wang, Qingmin","10.1038/s41598-025-33166-5","In the realm of electromagnetic field simulation and in solving current density-related issues, traditional numerical methods are often hindered by inefficiencies and limited adaptability. This study introduces a physics-informed neural network (PINN) model predicated on current density, addressing the shortcomings of conventional Poisson equation solvers and enhancing computational efficacy and flexibility. By harnessing the synergies between physical-mathematical insights and deep learning, we have constructed a neural network model imbued with a priori knowledge of physics and mathematics, thereby facilitating an efficient resolution of the Poisson’s equation. The model is evaluated in two distinct scenarios: simulating electromagnetic pulses generated by laser-target interactions and calculating the electric field for field-circuit coupling integration. The empirical results indicate that the PINN-based solution methodology not only achieves a remarkable acceleration in computation speed but also maintains commendable accuracy, and the relative error is less than 1.4%, while bolstering adaptability to variations in current density. This research not only presents a novel and potent tool for addressing electromagnetic field simulation and current density challenges but also underscores the broad applicative potential of PINN in the domains of electromagnetic field simulation and potential forecasting.",NA,2100,31
"CKAP2, miR-941, miR-548 and LINC02577 as biomarkers for early diagnosis in colorectal cancer","https://www.nature.com/articles/s41598-025-30520-5","31 December 2025","Maharati, Amirhosein; Malekifar, Mohammad javad; Abdollahi, Abbas; Taghechian, Negin; Sharif, Samaneh; AArabi, Azadeh; Lotfi, Malihe; Etezadpour, Mohammad; Abbaszadegan, Mohammadreza","10.1038/s41598-025-30520-5","Colorectal cancer (CRC) is a leading cause of cancer-related mortality globally, necessitating biomarkers for early detection and targeted therapies. We integrated RNA-seq (GSE180440) weighted gene co-expression analysis with experimental validation to identify coding and long non-coding RNA biomarkers associated with tumor biology and treatment response. Bioinformatics analysis of GSE180440 dataset (145 tumor, 45 normal samples) identified differentially expressed genes (DEGs) and lncRNAs (DELs) using DESeq2. Weighted gene co-expression network analysis (WGCNA) identified modules linked to CRC traits. Functional enrichment, protein-protein interaction (PPI), and miRNA-gene networks were constructed. Validation used TCGA-COAD and RT-qPCR on 61 paired CRC samples. Diagnostic performance was assessed by ROC/AUC (pROC). Drug-response and survival analyses were performed with GEPIA3. From 672 DEGs and WGCNA, LINC02577, LINC00294 and CKAP2 emerged as hub candidates together with miR-548k and miR-941. In TCGA-COAD CKAP2 (log2FC = 1.501, P &lt; 0.001) and LINC02577 (log2FC = 6.676, P &lt; 0.001) were significantly upregulated, while LINC00294 was downregulated (log2FC = − 1.104, P &lt; 0.001). Diagnostic AUCs (tumor vs. normal) were: LINC02577 0.982, CKAP2 0.797 and CEA 0.663; LINC00294 showed poor discrimination (AUC = 0.055). In our cohort CKAP2 associated with tumor size &gt; 5&nbsp;cm (P = 0.025, AUC = 0.667) and LINC02577 associated with nodal involvement in females (P = 0.028, AUC = 0.736). miR-548k overexpression correlated with early invasion (P = 0.044, AUC = 0.667). LINC02577 expression was higher in patients with progressive disease after leucovorin-containing regimens (P = 0.009). None of the selected genes were prognostic for overall survival. We identified CKAP2, LINC02577, miR-941, and miR-548k as key biomarkers with distinct expression patterns in early-stage CRC. Their altered expression in small, early-stage tumors reveales their potential for early CRC detection. LINC02577 and CKAP2 show strong diagnostic utility (AUCs 0.982 and 0.797) outperforming CEA, and LINC02577 may predict poor response to leucovorin-containing therapy (P = 0.009). These candidates warrant functional studies to define mechanisms and evaluate clinical applicability.",NA,2461,75
"External multicenter validation of the eSAH score for predicting outcomes after subarachnoid hemorrhage","https://www.nature.com/articles/s41598-025-34326-3","31 December 2025","de Oliveira Souza, Natália Vasconcellos; Sharma, Rohan; de Toledo, Otavio Frederico; Marques, Ingrid Pereira; Gutierrez-Aguirre, Salvador F.; Montserrat, Lara-Velazquez; Sauvageau, Eric; Neeraj, Naval; Aghaebrahim, Amin; Chaddad Neto, Feres; Hanel, Ricardo A.; Silva, Gisele Sampaio; Freeman, William David","10.1038/s41598-025-34326-3","Reliable assessment of prognosis after aneurysmal subarachnoid hemorrhage (SAH) is essential to inform clinical decision-making and prevent premature assumptions of poor outcome. The enhanced SAH (eSAH) score combines three routinely available variables—age, Glasgow Coma Scale (GCS), and subarachnoid hemorrhage blood volume (SAHV)—to provide an objective framework for early outcome stratification. SAHV is estimated using the ABC/2-derived ellipsoid method applied across five major cisternal compartments on non-contrast CT. While the eSAH score has shown promise in initial derivation studies, its external performance and calibration have not yet been validated across diverse healthcare settings. We conducted a retrospective cohort study using consecutive data from two high-volume tertiary centers: one in a high-income country (the United States) and one in a middle-income country (Brazil). Non-aneurysmal SAH cases were excluded. The eSAH score was validated to predict discharge functional outcomes (modified Rankin Scale, mRS) and mortality, using discrimination (area under the ROC curve, AUC) and calibration metrics and was compared to the World Federation of Neurosurgical Societies (WFNS) score. A total of 472 patients were included. The eSAH score demonstrated moderate discriminative performance, with AUCs of 0.78 for unfavorable functional outcome and 0.799 for in-hospital mortality. Each one-point increase in the score was associated with a 2.14-fold increase in the odds of poor outcome (95% CI, 1.84–2.50; p &lt; 0.0001) and a 2.14-fold increase in the odds of mortality (95% CI, 1.78–2.57; p &lt; 0.001). The WFNS score yielded slightly lower AUCs (0.76 and 0.75, respectively). The eSAH score provides a simple, generalizable framework for early prognostication after aneurysmal SAH, performing consistently across two markedly different healthcare systems. Although its discriminative power remains moderate, its objective structure and reliance on measurable imaging features make it ideally suited for integration with artificial intelligence to enable automated, precise, and scalable SAHV quantification. Such integration may substantially enhance prognostic accuracy and support more equitable, data-driven neurocritical care worldwide.",NA,1974,46
"Immuno-acoustic trapping for extracellular vesicle subpopulations","https://www.nature.com/articles/s41598-025-33842-6","31 December 2025","Broman, Axel; Havers, Megan; Sattarov, Roman; Laurell, Thomas","10.1038/s41598-025-33842-6","Extracellular vesicles (EVs) in biofluids are heterogeneous in origin, surface protein expression, and biomolecular cargo. Isolation of specific EV subpopulations may enable studies of biomarkers originating from specific cell phenotypes and disease states. Acoustic trapping is a rapid, automatable EV isolation technique requiring minimal sample preprocessing; however, it lacks the specificity needed for some clinical studies. Combining acoustic trapping with immunoaffinity bead-based isolation could provide access to more specific EV content and broaden the applications of acoustic trapping. Here, we present a novel immuno-acoustic trapping methodology implemented on an automated platform with simple design. EVs were rapidly isolated (8&nbsp;min) from ~ 17 µL blood plasma, generating two EV fractions from a single trapping run: acoustically trapped EVs and EVs bound specifically to anti-CD9 silica beads. We benchmark our technique against a manual (90&nbsp;min) immunoaffinity isolation with multiple centrifugation washes. Nanoparticle tracking analysis and transmission electron microscopy with CD9+ immunogold labeling confirmed isolation of intact EVs. Quantitative proteomic profiling showed that immuno-acoustic fractions contained proteins more strongly associated with CD9 than both acoustically and immunoaffinity-isolated fractions. This methodology can be adapted to isolate specific EV subpopulations expressing other surface proteins while simultaneously collecting a broad EV population as background reference.",2,2234,35
"Single-cell transcriptomics and spatial validation reveal dysfunction of keratinocytes and NK cells driving acne development","https://www.nature.com/articles/s41598-025-34373-w","31 December 2025","Wang, Xinheng; Gao, Changzhao; Yang, Dandan; Pan, Jiahui; Jiang, Rihua","10.1038/s41598-025-34373-w","Acne, the most prevalent inflammatory skin condition globally, lacks comprehensive understanding of its cellular and molecular mechanisms. This research integrates single-cell transcriptomics with spatial immunofluorescence to detail cellular composition and functional states in healthy skin, mild acne, and severe acne. Findings indicate that keratinocytes in mild acne secrete antimicrobial peptides and maintain barrier defense, but transition to abnormal differentiation and pathological keratinization in severe acne. Natural killer (NK) cells initially amplify inflammation and activate the immune response, but later become exhausted and apoptotic. This interaction creates a “dual immune-barrier imbalance,” driving acne progression. Functional enrichment and pseudo-time analyses demonstrated a strong association between disease severity and TNF, and chemokine signaling pathways, as well as NK cell-mediated cytotoxicity and Wnt/p53-apoptosis pathways. These findings were corroborated by immunofluorescence validation. This study introduces an innovative pathological model that establishes theoretical foundations for early diagnosis and precision interventions, while also outlining future therapeutic strategies centered on “immune-barrier co-regulation.” The findings provide essential insights into the pathogenesis of acne and open avenues for investigating novel intervention targets.",NA,2755,36
